"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Wealth","Sex","Location","Language","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel3_m","rlevel4_m","rlevel1_se","rlevel2_se","rlevel3_se","rlevel4_se","rlevel1_no","rlevel2_no","rlevel3_no","rlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.7531,0.3985,0.1339,0.0193,0.0184,0.0272,0.0197,0.0067,1286,680,225,31,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.5194,0.1909,0.0391,0.002,0.0451,0.0372,0.0174,0.0033,360,144,26,2,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.6956,0.3654,0.1155,0.016,0.024,0.0245,0.0162,0.0047,1087,578,171,23,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.4553,0.1648,0.0374,0.0031,0.0379,0.0253,0.0101,0.0032,382,174,53,8,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.3723,0.121,0.0328,0.0028,0.0166,0.0121,0.0052,0.0016,706,206,57,5,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.2042,0.0413,0.0057,0,0.0198,0.01,0.003,1e-04,199,41,6,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.3638,0.1,0.0244,0.0035,0.0207,0.012,0.0058,0.0028,560,170,37,3,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.2247,0.0512,0.0094,1e-04,0.0215,0.0091,0.0044,7e-04,195,44,4,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Female","Urban",,,,,,,,,,,,,,0.4346,0.1276,0.0128,2e-04,0.059,0.0325,0.0078,6e-04,532,160,18,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Female","Rural",,,,,,,,,,,,,,0.1008,0.0231,0.0036,0,0.0191,0.0075,0.0022,0,165,40,3,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Male","Urban",,,,,,,,,,,,,,0.2827,0.0658,0.0037,0,0.0454,0.0211,0.0032,0,309,82,3,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Location",,"Male","Rural",,,,,,,,,,,,,,0.1097,0.0213,0.0016,0,0.021,0.0062,0.0012,0,212,42,6,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.8419,0.5229,0.2067,0.0456,0.0128,0.0215,0.0186,0.0084,2313,1402,541,111,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.5828,0.3563,0.1643,0.0724,0.1627,0.1454,0.0912,0.0638,18,12,5,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.8106,0.4744,0.1887,0.039,0.014,0.019,0.0153,0.0067,2272,1315,517,96,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.6603,0.4129,0.1852,0.0722,0.1471,0.1294,0.0792,0.0536,23,14,5,2,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.7263,0.3497,0.0951,0.0095,0.018,0.0304,0.0211,0.0047,1663,791,206,17,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.3473,0.0717,0.011,0.0012,0.0619,0.0256,0.0089,0.0037,69,13,1,1,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.6909,0.3025,0.0685,0.006,0.0182,0.0205,0.0101,0.0027,1668,747,195,14,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.2928,0.05,0.006,0,0.0494,0.0177,0.0049,0,79,15,1,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.7092,0.3217,0.0833,0.0121,0.0156,0.0215,0.0137,0.0049,1738,810,216,36,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.3938,0.1934,0.0684,0,0.1327,0.0682,0.0328,0,31,17,6,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.6678,0.2855,0.0785,0.0122,0.0204,0.0212,0.0148,0.0046,1425,630,184,33,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.3064,0.1295,0.0398,0.004,0.1258,0.0734,0.0347,0.0128,15,8,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.4723,0.088,0.0042,0,0.0216,0.0102,0.0016,1e-04,1179,243,13,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.5283,0.0906,0.002,0,0.0905,0.0636,0.009,0,30,8,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.3731,0.0608,0.0023,0,0.0184,0.0088,0.0012,2e-04,794,139,5,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.2067,0.0431,0.0013,0,0.0682,0.0276,0.0034,0,16,3,0,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.7924,0.4501,0.1587,0.0222,0.019,0.0267,0.0205,0.0076,1138,646,220,31,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.5383,0.18,0.0301,0.0018,0.0287,0.0237,0.0118,0.0025,436,156,26,1,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.7479,0.4321,0.1546,0.021,0.0228,0.0276,0.0202,0.0064,937,561,197,29,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.4905,0.1666,0.0231,0.0024,0.0277,0.019,0.0062,0.0024,457,165,24,2,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.4915,0.2313,0.0843,0.0086,0.0449,0.0396,0.0236,0.012,83,41,16,2,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.2974,0.0819,0.0186,0.0013,0.0126,0.0077,0.0035,9e-04,822,206,47,3,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.451,0.198,0.0611,0.0161,0.0551,0.0462,0.0327,0.02,68,30,9,1,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.3003,0.0731,0.0157,0.0012,0.0154,0.0092,0.0041,0.0012,687,184,32,2,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Language",,"Female",,"Yes",,,,,,,,,,,,,0.4159,0.1499,0.0221,2e-04,0.0575,0.0381,0.0114,9e-04,214,75,13,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Language",,"Female",,"No",,,,,,,,,,,,,0.1985,0.0461,0.0037,0,0.0264,0.0105,0.0019,1e-04,448,112,5,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Language",,"Male",,"Yes",,,,,,,,,,,,,0.3315,0.1003,0.006,0,0.0484,0.0313,0.0049,0,145,47,4,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Sex & Language",,"Male",,"No",,,,,,,,,,,,,0.1371,0.024,0.0017,0,0.0161,0.0057,9e-04,0,346,67,5,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.8374,0.5185,0.2115,0.0454,0.0113,0.0198,0.0176,0.0072,3730,2281,906,176,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.6109,0.3563,0.1194,0.0244,0.1712,0.1323,0.0591,0.0277,31,19,6,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.7786,0.4141,0.1396,0.0293,0.0333,0.0335,0.0192,0.0095,855,436,152,31,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.6236,0.4412,0.3159,0.2007,0.1795,0.1873,0.1602,0.1416,10,7,4,2,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.7981,0.4137,0.1129,0.0108,0.017,0.0276,0.0173,0.0039,2645,1378,388,31,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.4279,0.0883,0.0159,0.0011,0.0552,0.0304,0.0098,0.0034,99,21,2,1,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.492,0.1132,0.0056,0,0.0283,0.0135,0.0039,0,686,160,13,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.2196,0.0341,0.0014,0,0.0606,0.019,0.0033,0,49,7,0,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.7326,0.3521,0.1012,0.0159,0.0173,0.0236,0.0171,0.0053,2570,1250,374,65,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.3593,0.1989,0.0859,0.0028,0.1213,0.0789,0.0465,0.009,25,15,6,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.5796,0.1829,0.029,0.0026,0.0237,0.0237,0.0097,0.0026,593,190,26,4,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.3593,0.1299,0.0213,0,0.1972,0.086,0.0282,0,21,10,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.6421,0.1602,0.0093,2e-04,0.0257,0.0183,0.0037,4e-04,851,229,15,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.653,0.1481,0.0019,0,0.0666,0.0679,0.0049,0,26,8,0,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.3479,0.0445,0.0012,0,0.0184,0.0078,8e-04,0,1122,153,3,0,,,,,,,,,,,,
"KHM",2016,,"Upper secondary","PISA-D","Cambodia",116,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.198,0.0203,0.0014,0,0.0648,0.024,0.0068,0,20,3,0,0,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.7932,0.4629,0.1679,0.0244,0.0178,0.0253,0.0199,0.0069,1755,1032,360,52,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.5927,0.221,0.0354,0.0027,0.0316,0.0287,0.0111,0.0025,500,186,29,1,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.6471,0.3186,0.092,0.0056,0.0557,0.0485,0.0281,0.0038,320,175,57,8,,,,,,,,,,,,
"PRY",2015,,"Upper secondary","PISA-D","Paraguay",600,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.4375,0.1276,0.0179,0.0017,0.0322,0.0182,0.0061,0.0024,393,135,21,2,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.5501,0.2624,0.0943,0.0159,0.0435,0.0445,0.0273,0.0134,135,68,24,3,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.3531,0.0987,0.0234,0.002,0.0152,0.0091,0.0042,0.0013,1131,308,70,5,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.221,0.0642,0.0058,0,0.0657,0.0362,0.0115,0,16,3,1,0,,,,,,,,,,,,
"SEN",2015,,"Upper secondary","PISA-D","Senegal",686,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.2136,0.0452,0.0075,1e-04,0.0164,0.0068,0.0027,4e-04,378,82,9,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Location & Language",,,"Urban","Yes",,,,,,,,,,,,,0.5106,0.1855,0.0214,2e-04,0.0665,0.0495,0.0128,0.001,248,88,11,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Location & Language",,,"Urban","No",,,,,,,,,,,,,0.3258,0.0743,0.0049,0,0.0477,0.0187,0.0033,1e-04,545,138,8,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Location & Language",,,"Rural","Yes",,,,,,,,,,,,,0.2459,0.0702,0.0085,0,0.0448,0.0185,0.0051,0,111,34,6,0,,,,,,,,,,,,
"ZMB",2014,,"Upper secondary","PISA-D","Zambia",894,"Location & Language",,,"Rural","No",,,,,,,,,,,,,0.0888,0.0155,0.0016,0,0.0152,0.0048,0.0012,0,249,41,2,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","1","Female","Urban",,,,,,,,,,,,,,0.7793,0.3417,0.0627,0.0024,0.0263,0.0338,0.0143,0.003,360,157,26,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","1","Female","Rural",,,,,,,,,,,,,,0.6926,0.2784,0.0673,9e-04,0.0597,0.0532,0.0289,0.0037,139,53,10,0,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","1","Male","Urban",,,,,,,,,,,,,,0.6779,0.3093,0.0876,0.0114,0.0367,0.0384,0.0219,0.0088,224,99,30,3,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","1","Male","Rural",,,,,,,,,,,,,,0.7262,0.2863,0.0555,0.0085,0.0716,0.0666,0.0244,0.0088,102,33,7,1,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","2","Female","Urban",,,,,,,,,,,,,,0.7743,0.3824,0.0944,0.0089,0.0272,0.0326,0.0179,0.0063,321,161,40,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","2","Female","Rural",,,,,,,,,,,,,,0.7792,0.3543,0.0626,0.0063,0.0518,0.0666,0.0276,0.0095,94,38,6,1,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","2","Male","Urban",,,,,,,,,,,,,,0.7664,0.3298,0.0731,0.0087,0.0253,0.0317,0.014,0.0058,359,165,35,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","2","Male","Rural",,,,,,,,,,,,,,0.7308,0.3038,0.0665,0.0167,0.052,0.0552,0.0308,0.0136,98,43,12,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","3","Female","Urban",,,,,,,,,,,,,,0.834,0.4987,0.1606,0.0282,0.0267,0.0339,0.0252,0.0111,367,220,70,14,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","3","Female","Rural",,,,,,,,,,,,,,0.7849,0.4082,0.1312,0.041,0.064,0.0717,0.0524,0.035,79,37,13,1,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","3","Male","Urban",,,,,,,,,,,,,,0.8044,0.4189,0.1331,0.0168,0.0232,0.0308,0.0217,0.0084,375,187,63,4,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","3","Male","Rural",,,,,,,,,,,,,,0.8422,0.4148,0.1272,0.0177,0.0585,0.0673,0.0439,0.0163,80,42,9,3,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","4","Female","Urban",,,,,,,,,,,,,,0.9219,0.6684,0.2949,0.0633,0.02,0.031,0.0298,0.0144,391,277,127,27,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","4","Female","Rural",,,,,,,,,,,,,,0.8489,0.51,0.1513,0.0462,0.0582,0.0848,0.0542,0.0361,60,36,11,2,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","4","Male","Urban",,,,,,,,,,,,,,0.8757,0.5986,0.2509,0.0519,0.0187,0.0292,0.0282,0.0157,454,311,122,27,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","4","Male","Rural",,,,,,,,,,,,,,0.8606,0.5151,0.1707,0.0421,0.0553,0.0765,0.0717,0.0345,65,41,11,3,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","5","Female","Urban",,,,,,,,,,,,,,0.9724,0.8338,0.4886,0.1395,0.0102,0.0249,0.0366,0.0284,440,381,215,56,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","5","Female","Rural",,,,,,,,,,,,,,0.9895,0.8699,0.4193,0.1218,0.0168,0.0532,0.1217,0.0965,60,52,28,10,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","5","Male","Urban",,,,,,,,,,,,,,0.9416,0.7221,0.3927,0.0996,0.0159,0.0311,0.0352,0.023,466,349,189,44,,,,,,,,,,,,
"ECU",2014,,"Upper secondary","PISA-D","Ecuador",218,"Wealth & Sex & Location","5","Male","Rural",,,,,,,,,,,,,,0.9173,0.7805,0.4691,0.119,0.0464,0.0647,0.0831,0.0503,87,71,50,10,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","1","Female","Urban",,,,,,,,,,,,,,0.6417,0.187,0.013,0,0.0437,0.0366,0.0096,0,174,44,3,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","1","Female","Rural",,,,,,,,,,,,,,0.4575,0.0884,0.0033,0,0.0519,0.0313,0.0078,0,130,25,1,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","1","Male","Urban",,,,,,,,,,,,,,0.6506,0.2136,0.0351,0.0101,0.0475,0.0473,0.0279,0.0219,130,38,5,1,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","1","Male","Rural",,,,,,,,,,,,,,0.4328,0.0853,0.0042,0,0.0548,0.0265,0.0063,0,128,25,2,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","2","Female","Urban",,,,,,,,,,,,,,0.6574,0.2366,0.0255,0,0.0468,0.0426,0.0135,0,191,69,4,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","2","Female","Rural",,,,,,,,,,,,,,0.4753,0.0979,0.0024,0,0.0565,0.0293,0.0043,0,91,22,2,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","2","Male","Urban",,,,,,,,,,,,,,0.6812,0.2706,0.042,6e-04,0.048,0.0501,0.0179,0.0021,193,76,13,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","2","Male","Rural",,,,,,,,,,,,,,0.4315,0.081,0.0079,0,0.0495,0.0277,0.011,0,105,14,1,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","3","Female","Urban",,,,,,,,,,,,,,0.7653,0.3148,0.0434,0.0011,0.0382,0.0395,0.0186,0.0019,264,119,13,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","3","Female","Rural",,,,,,,,,,,,,,0.5373,0.1515,0.0042,0,0.0694,0.0462,0.007,0,56,14,2,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","3","Male","Urban",,,,,,,,,,,,,,0.7405,0.2958,0.0503,0.0041,0.0373,0.0381,0.0163,0.0053,266,126,24,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","3","Male","Rural",,,,,,,,,,,,,,0.4012,0.0689,0.0041,0,0.0519,0.0254,0.0048,0,79,20,1,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","4","Female","Urban",,,,,,,,,,,,,,0.8361,0.4463,0.1087,0.0031,0.034,0.0393,0.0239,0.0033,345,188,43,2,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","4","Female","Rural",,,,,,,,,,,,,,0.658,0.1977,0.0024,0,0.0969,0.0869,0.0076,0,34,10,1,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","4","Male","Urban",,,,,,,,,,,,,,0.8076,0.4027,0.0872,0.0051,0.0301,0.039,0.02,0.0037,347,177,49,4,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","4","Male","Rural",,,,,,,,,,,,,,0.5705,0.1765,0.008,0,0.0835,0.0525,0.0132,0,61,17,3,0,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","5","Female","Urban",,,,,,,,,,,,,,0.9392,0.717,0.3204,0.0441,0.0187,0.0509,0.057,0.0191,425,307,137,16,,,,,,,,,,,,
"GTM",2015,,"Upper secondary","PISA-D","Guatemala",320,"Wealth & Sex & Location","5","Male","Urban",,,,,,,,,,,,,,0.9107,0.5882,0.1959,0.0189,0.0185,0.0407,0.0329,0.008,411,265,100,9,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","1","Female","Urban",,,,,,,,,,,,,,0.654,0.2193,0.0159,6e-04,0.0308,0.0332,0.0088,0.0022,240,89,7,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","1","Female","Rural",,,,,,,,,,,,,,0.6546,0.1962,0.0269,0.0036,0.0444,0.0473,0.0143,0.006,129,42,6,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","1","Male","Urban",,,,,,,,,,,,,,0.5928,0.1768,0.0196,0.002,0.0429,0.0298,0.0109,0.0037,125,36,5,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","1","Male","Rural",,,,,,,,,,,,,,0.505,0.1199,0.0111,0.0013,0.0646,0.0407,0.0112,0.0032,72,20,1,1,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","2","Female","Urban",,,,,,,,,,,,,,0.6865,0.255,0.0379,4e-04,0.0326,0.0293,0.0141,0.0014,274,106,14,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","2","Female","Rural",,,,,,,,,,,,,,0.558,0.17,0.0196,0,0.0696,0.0497,0.0139,0,72,19,3,0,,,,,,,,,,,,
"HND",2016,,"Upper secondary","PISA-D","Honduras",340,"Wealth & Sex & Location","2","Male","Urban",,,,,,,,,,,,,,0.6844,0.218,0.0225,7e-04,0.0388,0.0345,0.0108,0.0023,185,65,4,1,,,,,,,,,,,,
