"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","slevel1_m","slevel2_m","slevel3_m","slevel4_m","slevel1_se","slevel2_se","slevel3_se","slevel4_se","slevel1_no","slevel2_no","slevel3_no","slevel4_no"
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.9525,0.7458,0.3478,0.1204,0.0584,0.1093,0.1374,0.0974,20,15,6,2
"ALB",2019,4,"Primary","TIMSS","Albania",8,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.8964,0.5058,0.2706,0.0353,0.1093,0.2421,0.2424,0.1525,6,3,2,0
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.8192,0.5843,0.2452,0.1072,0.0523,0.069,0.0555,0.0417,112,83,41,15
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.8821,0.6847,0.3551,0.1722,0.0325,0.0676,0.0637,0.044,146,109,55,20
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.8936,0.77,0.495,0.2412,0.0361,0.0464,0.0769,0.0725,145,123,76,37
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9347,0.7667,0.5175,0.2632,0.0315,0.0552,0.0511,0.059,141,116,73,34
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.8862,0.7395,0.5235,0.3137,0.0395,0.063,0.0656,0.0651,126,109,77,43
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.7708,0.6979,0.5262,0.4071,0.1898,0.2139,0.2324,0.2688,6,4,2,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,1,0.8141,0.3652,0.1694,0,0.2527,0.277,0.179,6,4,2,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.9644,0.8401,0.3779,0.0563,0.0388,0.1103,0.3536,0.1376,8,6,3,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.8995,0.7819,0.5068,0.145,0.0807,0.1903,0.2778,0.2887,8,6,4,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,0.9399,0.9399,0.6115,0.3928,0.0897,0.0897,0.2972,0.2328,7,7,5,3
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.9077,0.8355,0.4172,0.0921,0.2591,0.2858,0.3247,0.0822,15,14,7,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.8622,0.5956,0.2795,0.0487,0.1503,0.305,0.2881,0.0885,13,9,2,1
"ARE",2019,4,"Primary","TIMSS","United Arab Emirates",784,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,0.7829,0.4349,0.2174,0.1087,0.2459,0.3919,0.2163,0.1261,4,3,2,1
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.6814,0.3326,0.0719,0.0232,0.0334,0.0309,0.0161,0.0109,581,262,53,13
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.7864,0.4321,0.1062,0.0258,0.0179,0.0237,0.0168,0.01,693,369,84,18
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.8216,0.4762,0.1297,0.0205,0.0254,0.0272,0.0179,0.006,732,420,111,17
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.8775,0.5794,0.1972,0.0666,0.0222,0.0275,0.0256,0.016,799,525,173,55
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9125,0.6391,0.2388,0.0755,0.0129,0.0277,0.027,0.0144,799,565,207,56
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.7155,0.3252,0.105,0.0246,0.084,0.1008,0.0571,0.0243,51,24,10,1
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.8438,0.411,0.1026,0.0174,0.0872,0.1399,0.0807,0.0373,26,12,3,0
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.7908,0.4512,0.1597,0.0207,0.0738,0.1261,0.1299,0.0565,19,9,4,2
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Rural","Yes","4",,,,,,,,,,,,,0.8727,0.4728,0.1056,0.0088,0.1389,0.2204,0.161,0.0283,13,6,0,0
"ARM",2019,4,"Primary","TIMSS","Armenia",51,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,0.9572,0.7831,0.3966,0.0609,0.0877,0.2043,0.227,0.1028,11,9,6,1
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.8494,0.4614,0.1298,0.0241,0.0352,0.0462,0.0305,0.0151,208,110,31,6
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.9452,0.6787,0.264,0.0644,0.0203,0.0433,0.0312,0.0208,267,189,77,17
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.9696,0.8282,0.3759,0.0765,0.0138,0.0329,0.047,0.0223,260,222,112,24
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9976,0.9174,0.5609,0.2172,0.005,0.0254,0.0382,0.0401,293,275,164,72
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9966,0.9552,0.6771,0.3395,0.0054,0.0246,0.0437,0.0479,253,248,173,82
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.799,0.3587,0.047,0.0056,0.1181,0.1463,0.0674,0.0184,15,8,1,0
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.8692,0.7003,0.2339,0.0335,0.1652,0.1117,0.2263,0.0972,6,5,2,0
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,1,0.957,0.7841,0.3412,0,0.0966,0.2755,0.3178,6,6,4,3
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.9386,0.6525,0.2634,0,0.1038,0.1568,0.1137,0,16,11,3,0
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,1,0.7775,0.2434,0.0441,0,0.1233,0.1231,0.0958,14,11,2,0
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.9126,0.6917,0.2939,0.1366,0.1866,0.2249,0.1686,0.151,8,7,3,2
"AUT",2019,4,"Primary","TIMSS","Austria",40,"Location & Language & Wealth",,"Rural","Yes","4",,,,,,,,,,,,,0.9863,0.959,0.4752,0.2035,0.044,0.0641,0.1955,0.1265,17,16,7,3
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.5809,0.226,0.0442,0.0059,0.0325,0.0226,0.0112,0.0042,403,160,31,4
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.6536,0.3067,0.0743,0.0119,0.0256,0.0274,0.0147,0.0075,471,221,49,6
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.7182,0.3571,0.0969,0.0231,0.0268,0.0295,0.0156,0.0075,560,304,78,18
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.745,0.4076,0.1149,0.025,0.0267,0.0282,0.0185,0.0065,597,365,117,28
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.8556,0.6084,0.2153,0.0504,0.0201,0.0333,0.027,0.0185,658,471,179,48
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.2443,0.045,0,0,0.181,0.1087,0,0,2,1,0,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.3089,0.0684,0,0,0.2596,0.1692,0,0,2,1,0,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.2493,0.1634,0.0613,0,0.1849,0.1489,0.1311,0,4,3,2,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.6857,0.335,0.0517,0.0414,0.2149,0.205,0.0537,0.0543,7,3,1,1
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,0.8971,0.7165,0.1953,0.0207,0.0978,0.163,0.1205,0.0657,13,12,3,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.4551,0.1466,0.0264,0.0108,0.0722,0.0433,0.0191,0.0135,47,14,3,1
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.5981,0.2444,0.0487,0.002,0.107,0.0797,0.0404,0.0066,35,14,3,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.5936,0.2802,0.056,0,0.15,0.124,0.0512,0,13,7,1,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Rural","Yes","4",,,,,,,,,,,,,0.7072,0.3261,0.1323,0.0172,0.1148,0.1137,0.05,0.0365,27,10,5,0
"AZE",2019,4,"Primary","TIMSS","Azerbaijan",31,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,0.5778,0.3284,0.0662,0.0142,0.1255,0.1479,0.078,0.0441,11,10,2,1
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.8412,0.4396,0.0932,0.0132,0.0199,0.0338,0.019,0.0057,542,288,61,7
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.9299,0.6431,0.1851,0.0363,0.0128,0.0292,0.0277,0.0159,579,387,115,19
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.9652,0.7413,0.2565,0.0482,0.0094,0.0294,0.0227,0.014,638,504,177,37
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9787,0.8323,0.3477,0.091,0.0066,0.0246,0.0257,0.0139,541,471,202,54
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9935,0.9006,0.4679,0.1638,0.0042,0.0165,0.0321,0.0191,604,550,284,93
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.7563,0.3045,0.0193,0,0.1163,0.1199,0.0436,0,20,8,0,0
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.8782,0.3238,0.0569,0,0.0906,0.146,0.0615,0,25,11,2,0
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.899,0.6014,0.1981,0.0844,0.083,0.1417,0.1267,0.0958,15,9,4,1
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.9525,0.6778,0.2446,0,0.0753,0.145,0.2155,0,13,9,3,0
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,1,0.6958,0.1884,0.0685,0,0.1509,0.1012,0.0597,21,16,3,2
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.9231,0.5365,0.1094,0.0212,0.0411,0.0846,0.0596,0.0258,53,30,7,2
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.9276,0.6447,0.1915,0.0349,0.0502,0.0595,0.0519,0.027,77,51,15,2
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.9686,0.8107,0.2502,0.0294,0.0174,0.0478,0.0569,0.0296,106,89,29,2
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Rural","Yes","4",,,,,,,,,,,,,0.9943,0.8567,0.3782,0.0992,0.0149,0.0495,0.0508,0.0309,116,95,46,12
"Belgium (Flemish)",2019,4,"Primary","TIMSS","Belgium (Flemish)",956,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,0.9981,0.9323,0.502,0.1569,0.0063,0.042,0.0827,0.0589,77,74,34,11
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.743,0.463,0.1781,0.0632,0.0389,0.048,0.0362,0.0201,510,326,126,46
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.9555,0.7764,0.4111,0.1665,0.0128,0.0257,0.0319,0.0186,729,604,340,128
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.9784,0.8987,0.5969,0.3023,0.0093,0.018,0.0296,0.024,765,714,486,244
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9866,0.9264,0.6823,0.4017,0.0077,0.0155,0.0245,0.0231,839,793,593,358
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9916,0.9556,0.7759,0.5275,0.0052,0.011,0.0208,0.0313,704,689,563,381
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.4335,0.1567,0.0327,0.005,0.0706,0.0589,0.0231,0.0065,55,16,6,1
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.969,0.5743,0.1698,0,0.1014,0.3046,0.1815,0,6,5,1,0
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.9432,0.6124,0.1836,0.1228,0.1812,0.2912,0.1548,0.1271,6,4,2,1
"BGR",2019,4,"Primary","TIMSS","Bulgaria",100,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.9668,0.7335,0.3994,0.0332,0.0979,0.1983,0.2715,0.0979,6,5,1,0
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.7732,0.4739,0.186,0.067,0.0302,0.0296,0.0216,0.0127,562,346,144,55
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.8484,0.5825,0.2371,0.0848,0.0203,0.0267,0.0216,0.0142,633,442,174,63
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.89,0.6629,0.3175,0.1326,0.0173,0.0259,0.0227,0.0173,687,517,252,108
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9278,0.7426,0.3842,0.1662,0.0125,0.0235,0.0261,0.0194,660,541,273,122
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9654,0.8446,0.5112,0.2528,0.0108,0.0211,0.0271,0.0222,723,626,378,182
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.7542,0.4256,0.1266,0.0336,0.0624,0.0909,0.0688,0.038,31,19,5,1
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.7675,0.4922,0.207,0.0497,0.0758,0.1119,0.0854,0.0626,25,16,5,0
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.7631,0.4195,0.1837,0.0442,0.0977,0.1151,0.0932,0.0491,34,22,5,2
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.8616,0.5353,0.2249,0.131,0.0742,0.1037,0.0989,0.0798,28,16,4,4
"BHR",2019,4,"Primary","TIMSS","Bahrain",48,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,0.9049,0.6589,0.4291,0.1761,0.0687,0.1373,0.1074,0.1113,27,20,14,3
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.6698,0.3101,0.0577,0.0073,0.0301,0.0276,0.013,0.0032,580,273,59,8
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.7475,0.367,0.0741,0.0175,0.0237,0.0238,0.018,0.0059,558,284,56,11
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.802,0.4412,0.1164,0.0272,0.0208,0.0253,0.0124,0.0099,713,411,109,17
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.8584,0.5289,0.1499,0.0288,0.0168,0.0327,0.0207,0.0085,738,445,141,33
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9319,0.6739,0.2518,0.0672,0.0115,0.0231,0.0206,0.0132,834,596,213,57
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.6377,0.3428,0.1228,0,0.2616,0.2914,0.1606,0,6,2,0,0
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.7449,0.2932,0,0,0.2278,0.2211,0,0,8,3,0,0
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.7612,0.4308,0.1619,0.034,0.1486,0.2097,0.1533,0.1093,7,5,1,0
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,0.6685,0.3311,0.0816,0.0229,0.0682,0.0603,0.0451,0.0348,84,41,10,3
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.7569,0.4199,0.094,0.0203,0.0638,0.0926,0.0406,0.0242,55,30,10,2
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,0.8317,0.4953,0.2326,0.1421,0.0736,0.1047,0.1113,0.096,41,25,7,3
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Rural","Yes","4",,,,,,,,,,,,,0.7937,0.2647,0.0563,0.0085,0.0924,0.1413,0.0486,0.0113,29,12,4,1
"BIH",2019,4,"Primary","TIMSS","Bosnia and Herzegovina",70,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,0.8876,0.5582,0.1048,0.0524,0.1229,0.1947,0.1299,0.1121,7,5,1,1
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.9041,0.6276,0.2282,0.087,0.029,0.0472,0.0525,0.0241,162,110,45,12
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.9395,0.7416,0.3099,0.1032,0.029,0.0475,0.0542,0.0378,158,132,47,20
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.929,0.7463,0.3403,0.1144,0.0264,0.0524,0.0567,0.0404,160,131,59,21
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.945,0.7604,0.3964,0.1621,0.0242,0.0425,0.0633,0.034,171,137,72,28
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9571,0.8734,0.5968,0.3278,0.0277,0.0385,0.0645,0.0631,159,141,100,49
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.9448,0.5914,0.3665,0.1691,0.1602,0.2921,0.2871,0.2665,5,3,1,1
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.865,0.5049,0.0722,0.0593,0.1719,0.2693,0.0755,0.0776,10,6,2,2
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.9036,0.6443,0.3954,0.2232,0.1477,0.1665,0.1511,0.1698,9,6,4,3
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Urban","No","5",,,,,,,,,,,,,1,0.866,0.5152,0.4022,0,0.1542,0.2776,0.3215,7,6,2,2
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Rural","Yes","1",,,,,,,,,,,,,1,0.8162,0.2306,0.0297,0,0.2124,0.2071,0.0626,8,6,3,1
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Rural","Yes","2",,,,,,,,,,,,,0.9789,0.9067,0.6344,0.4124,0.1042,0.4007,0.3686,0.3357,10,7,4,2
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Rural","Yes","3",,,,,,,,,,,,,1,0.9628,0.4322,0.0734,0,0.1397,0.2969,0.1235,10,9,3,0
"CAN",2019,4,"Primary","TIMSS","Canada",124,"Location & Language & Wealth",,"Rural","Yes","5",,,,,,,,,,,,,1,0.8378,0.5687,0.2942,0,0.1963,0.182,0.1665,9,9,5,3
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","Yes","1",,,,,,,,,,,,,0.9351,0.6904,0.2992,0.1035,0.0206,0.0366,0.0372,0.0291,387,294,128,37
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","Yes","2",,,,,,,,,,,,,0.9642,0.7811,0.3587,0.1205,0.0177,0.0318,0.0368,0.029,384,303,144,49
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","Yes","3",,,,,,,,,,,,,0.9818,0.8562,0.4893,0.2014,0.0081,0.0256,0.0336,0.0345,406,344,186,83
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","Yes","4",,,,,,,,,,,,,0.9784,0.8709,0.5701,0.2698,0.02,0.0269,0.0409,0.0327,397,348,230,109
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","Yes","5",,,,,,,,,,,,,0.9853,0.8943,0.5933,0.2891,0.0089,0.026,0.0439,0.0348,389,351,225,111
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","No","1",,,,,,,,,,,,,0.9519,0.7243,0.5327,0.2921,0.0906,0.1597,0.2075,0.183,20,14,7,2
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","No","2",,,,,,,,,,,,,0.7606,0.369,0.1776,0.1723,0.183,0.1585,0.118,0.1166,10,6,2,2
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","No","3",,,,,,,,,,,,,0.8323,0.3039,0.1525,0.1338,0.1762,0.1742,0.1229,0.1191,15,6,2,1
"Canada, Ontario",2019,4,"Primary","TIMSS","Canada, Ontario",9132,"Location & Language & Wealth",,"Urban","No","4",,,,,,,,,,,,,0.9531,0.8858,0.5399,0.2406,0.0607,0.0743,0.1911,0.1699,14,12,6,4
