"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Language","Location","Wealth","mlevel2_m","mlevel3_m","mlevel4_m","mlevel2_se","mlevel3_se","mlevel4_se","mlevel2_no","mlevel3_no","mlevel4_no","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no","slevel2_m","slevel3_m","slevel4_m","slevel2_se","slevel3_se","slevel4_se","slevel2_no","slevel3_no","slevel4_no"
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.5933,0.3695,0.1206,0.0444,0.0418,0.0281,178,110,39,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.6681,0.4207,0.1117,0.0482,0.0485,0.0318,127,75,23,,,,,,,,,
"NLE",2013,3,"Primary","TERCE","NLE",,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.7628,0.5369,0.1908,0.0542,0.0772,0.0552,73,51,16,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.5738,0.2594,0.0465,0.0731,0.0736,0.0441,58,28,5,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.5227,0.2405,0.046,0.0553,0.0378,0.0176,127,69,17,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.7056,0.4351,0.1122,0.059,0.0523,0.0249,257,182,51,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.8929,0.7114,0.2803,0.0284,0.039,0.0379,453,374,162,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.3107,0.1152,0.0097,0.0425,0.0256,0.0059,125,40,3,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.3985,0.1914,0.0313,0.0359,0.0364,0.0178,155,76,4,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.4588,0.1956,0.0251,0.0331,0.0228,0.014,175,83,13,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.628,0.324,0.0479,0.0478,0.0467,0.0303,112,52,8,,,,,,,,,
"PAN",2013,3,"Primary","TERCE","Panama",591,"Language & Location & Wealth","","No","Rural",1,,,,,,,,,,0.0923,0.0288,0.0025,0.0602,0.0247,0.0082,11,3,0,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.6152,0.3377,0.0744,0.0472,0.0496,0.0249,130,78,21,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.6672,0.4054,0.0867,0.0428,0.046,0.0237,301,183,43,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.7431,0.4993,0.1483,0.0304,0.0307,0.0212,540,390,137,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8395,0.64,0.2343,0.0247,0.0266,0.023,698,565,236,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.9276,0.7996,0.4376,0.0184,0.0327,0.0306,737,651,375,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.3512,0.1484,0.0268,0.0598,0.0434,0.0321,162,63,3,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.4179,0.22,0.0635,0.05,0.0464,0.0455,172,74,8,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.4347,0.2441,0.1223,0.102,0.0852,0.0708,79,39,6,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","No","Rural",1,,,,,,,,,,0.1692,0.0557,0.0026,0.0428,0.0276,0.0059,32,8,1,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","No","Rural",2,,,,,,,,,,0.1079,0.0248,0,0.0405,0.0173,0,15,3,0,,,,,,,,,
"PER",2013,3,"Primary","TERCE","Peru",604,"Language & Location & Wealth","","No","Rural",3,,,,,,,,,,0.1723,0.0355,0,0.0724,0.0509,0,8,1,0,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.3619,0.1809,0.0243,0.0565,0.0564,0.0298,35,17,0,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.4738,0.2527,0.0573,0.0617,0.0665,0.0316,85,53,14,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.6432,0.373,0.1223,0.0534,0.0504,0.042,164,87,21,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.7963,0.5961,0.2367,0.0335,0.0522,0.0364,352,268,103,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Urban",1,,,,,,,,,,0.2543,0.1298,0.0327,0.0639,0.0523,0.0372,25,8,0,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Urban",2,,,,,,,,,,0.3246,0.1288,0.0133,0.0444,0.0358,0.0123,57,24,2,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Urban",3,,,,,,,,,,0.4234,0.2183,0.0389,0.0694,0.0481,0.0293,72,38,6,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Urban",4,,,,,,,,,,0.4298,0.2097,0.0428,0.0647,0.0629,0.0229,81,42,6,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Urban",5,,,,,,,,,,0.6478,0.4137,0.1139,0.0764,0.066,0.057,75,48,9,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Rural",1,,,,,,,,,,0.2337,0.1195,0.0549,0.0438,0.0383,0.0323,77,32,8,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Rural",2,,,,,,,,,,0.2832,0.1594,0.0376,0.0439,0.0398,0.0205,74,39,7,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Rural",3,,,,,,,,,,0.2199,0.0667,0.0086,0.0426,0.025,0.0084,34,11,2,,,,,,,,,
"PRY",2013,3,"Primary","TERCE","Paraguay",600,"Language & Location & Wealth","","No","Rural",4,,,,,,,,,,0.2831,0.1044,0.0158,0.0929,0.0473,0.02,29,12,3,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Urban",1,,,,,,,,,,0.4504,0.2354,0.0319,0.0591,0.047,0.0266,239,105,17,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Urban",2,,,,,,,,,,0.622,0.4415,0.1054,0.0636,0.0886,0.0485,333,191,47,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Urban",3,,,,,,,,,,0.6981,0.4197,0.1253,0.0673,0.0613,0.0377,412,255,70,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Urban",4,,,,,,,,,,0.8094,0.6235,0.2478,0.049,0.0648,0.0586,523,378,145,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Urban",5,,,,,,,,,,0.926,0.7383,0.3513,0.0194,0.0351,0.0329,657,547,254,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Rural",1,,,,,,,,,,0.582,0.3951,0.1809,0.2086,0.257,0.1709,33,18,4,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Rural",2,,,,,,,,,,0.6881,0.329,0.0199,0.1574,0.1832,0.022,45,27,7,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Rural",3,,,,,,,,,,0.61,0.3833,0.0567,0.1671,0.1922,0.0318,59,39,5,,,,,,,,,
"URY",2013,3,"Primary","TERCE","Uruguay",858,"Language & Location & Wealth","","Yes","Rural",4,,,,,,,,,,0.6134,0.526,0.2415,0.244,0.2207,0.1749,46,34,12,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Total","","","",,0.6343,0.2246,0.0484,0.0196,0.0182,0.0074,2310,806,198,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Total","","","",,0.5913,0.1775,0.0338,0.0252,0.0185,0.0075,1882,652,158,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Total","","","",,0.8436,0.4892,0.2086,0.0116,0.0183,0.0145,4354,2753,1308,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Total","","","",,0.5699,0.1516,0.0251,0.029,0.0208,0.0058,2521,826,169,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Total","","","",,0.6968,0.2226,0.0373,0.0175,0.013,0.005,2594,968,206,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Total","","","",,0.1228,0.0033,0,0.0114,0.002,0,496,17,0,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Total","","","",,0.5404,0.1546,0.0313,0.0274,0.0183,0.006,3056,951,197,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Total","","","",,0.4008,0.0714,0.0102,0.016,0.0088,0.0041,1985,300,30,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Total","","","",,0.3482,0.0576,0.0073,0.0221,0.0085,0.0038,1748,389,53,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Total","","","",,0.775,0.4104,0.1459,0.0152,0.0143,0.0098,2845,1670,692,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Total","","","",,0.2265,0.0172,0.0013,0.0156,0.0033,7e-04,966,80,6,,,,,,,,,,,,,,,,,,
"NLE",2013,6,"Primary","TERCE","NLE",,"Total","","","",,0.8402,0.4963,0.213,0.0104,0.0159,0.0117,3577,2131,963,,,,,,,,,,,,,,,,,,
"PAN",2013,6,"Primary","TERCE","Panama",591,"Total","","","",,0.2638,0.0339,0.0039,0.0196,0.006,0.0012,1145,228,34,,,,,,,,,,,,,,,,,,
"PER",2013,6,"Primary","TERCE","Peru",604,"Total","","","",,0.6231,0.2514,0.0706,0.0157,0.0167,0.0087,2876,1225,395,,,,,,,,,,,,,,,,,,
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Total","","","",,0.2761,0.0557,0.0064,0.0174,0.0091,0.002,1122,264,33,,,,,,,,,,,,,,,,,,
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Total","","","",,0.7676,0.4156,0.1513,0.023,0.0275,0.016,3035,1521,519,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex","Male","","",,0.6562,0.2384,0.052,0.0248,0.0199,0.0087,1186,426,112,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Sex","Female","","",,0.6115,0.2102,0.0446,0.0243,0.02,0.008,1124,380,86,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex","Male","","",,0.6299,0.1965,0.037,0.028,0.0236,0.0078,964,344,85,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Sex","Female","","",,0.5547,0.1594,0.0307,0.0288,0.0176,0.0093,918,308,73,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex","Male","","",,0.8458,0.4928,0.2191,0.0136,0.0202,0.0179,2155,1372,677,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Sex","Female","","",,0.8414,0.4856,0.1979,0.0128,0.0204,0.0138,2199,1381,631,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex","Male","","",,0.6157,0.1817,0.0311,0.0406,0.0286,0.0081,1368,494,111,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Sex","Female","","",,0.5171,0.1168,0.0181,0.0256,0.0184,0.0054,1153,332,58,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex","Male","","",,0.727,0.2556,0.0437,0.0224,0.0161,0.0068,1349,531,117,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Sex","Female","","",,0.6651,0.1881,0.0306,0.0203,0.0146,0.006,1245,437,89,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex","Male","","",,0.1367,0.0053,0,0.0173,0.0036,0,269,11,0,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Sex","Female","","",,0.1089,0.0013,0,0.0223,0.0011,0,227,6,0,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex","Male","","",,0.5625,0.17,0.0377,0.0278,0.0201,0.0076,1686,551,128,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Sex","Female","","",,0.5161,0.1376,0.0243,0.0319,0.0202,0.0062,1370,400,69,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex","Male","","",,0.4439,0.0938,0.0161,0.0188,0.0144,0.0059,1148,204,24,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Sex","Female","","",,0.3561,0.0482,0.0042,0.0187,0.0085,0.0032,837,96,6,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Sex","Male","","",,0.3701,0.0665,0.0092,0.0246,0.0102,0.0049,909,220,32,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Sex","Female","","",,0.3257,0.0485,0.0052,0.0245,0.0092,0.0034,839,169,21,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Sex","Male","","",,0.7849,0.4377,0.1663,0.0189,0.0174,0.0136,1458,917,400,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Sex","Female","","",,0.7646,0.3818,0.1247,0.0177,0.0195,0.0114,1387,753,292,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Sex","Male","","",,0.2645,0.0231,0.0016,0.0181,0.0054,0.0013,512,46,3,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Sex","Female","","",,0.1938,0.0121,0.001,0.0201,0.0028,8e-04,454,34,3,,,,,,,,,,,,,,,,,,
"NLE",2013,6,"Primary","TERCE","NLE",,"Sex","Male","","",,0.8469,0.5285,0.2422,0.0137,0.0213,0.0152,1787,1131,545,,,,,,,,,,,,,,,,,,
"NLE",2013,6,"Primary","TERCE","NLE",,"Sex","Female","","",,0.8333,0.4634,0.1833,0.0132,0.0169,0.0115,1790,1000,418,,,,,,,,,,,,,,,,,,
"PAN",2013,6,"Primary","TERCE","Panama",591,"Sex","Male","","",,0.2485,0.0334,0.0041,0.021,0.007,0.0016,535,111,17,,,,,,,,,,,,,,,,,,
"PAN",2013,6,"Primary","TERCE","Panama",591,"Sex","Female","","",,0.2785,0.0344,0.0036,0.0237,0.0065,0.0019,610,117,17,,,,,,,,,,,,,,,,,,
"PER",2013,6,"Primary","TERCE","Peru",604,"Sex","Male","","",,0.6626,0.2802,0.0833,0.021,0.023,0.0129,1568,669,237,,,,,,,,,,,,,,,,,,
"PER",2013,6,"Primary","TERCE","Peru",604,"Sex","Female","","",,0.5826,0.2217,0.0576,0.0203,0.016,0.0081,1308,556,158,,,,,,,,,,,,,,,,,,
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Sex","Male","","",,0.2899,0.0622,0.0077,0.025,0.0119,0.0028,586,148,18,,,,,,,,,,,,,,,,,,
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Sex","Female","","",,0.2615,0.0488,0.0049,0.0173,0.0078,0.0022,536,116,15,,,,,,,,,,,,,,,,,,
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Sex","Male","","",,0.7935,0.4331,0.1503,0.0311,0.029,0.0199,1506,772,278,,,,,,,,,,,,,,,,,,
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Sex","Female","","",,0.7431,0.399,0.1522,0.0317,0.0421,0.0226,1529,749,241,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language","","Yes","",,0.6443,0.2243,0.0428,0.0209,0.0191,0.007,1769,609,142,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Language","","No","",,0.4688,0.1331,0.0572,0.1743,0.1007,0.0599,12,5,1,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Language","","Yes","",,0.5916,0.1845,0.037,0.0265,0.0193,0.0084,1536,545,142,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Language","","No","",,0.3889,0.085,0.0684,0.3044,0.0831,0.0613,4,1,1,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language","","Yes","",,0.8515,0.5012,0.2153,0.0115,0.0185,0.0144,3728,2372,1137,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Language","","No","",,0.7007,0.3167,0.1845,0.155,0.1155,0.0816,24,15,9,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language","","Yes","",,0.5755,0.1562,0.0256,0.0289,0.0221,0.006,2408,792,162,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Language","","No","",,0.4597,0.2013,0.1221,0.1856,0.1311,0.0877,15,7,5,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language","","Yes","",,0.6957,0.2204,0.037,0.0172,0.0128,0.0051,2449,903,190,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Language","","No","",,0.9099,0.5569,0.2634,0.0907,0.154,0.0965,24,18,7,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language","","Yes","",,0.1247,0.0033,0,0.0115,0.002,0,461,17,0,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Language","","No","",,0.0898,0.0073,0,0.0575,0.0133,0,6,0,0,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language","","Yes","",,0.5443,0.1577,0.0315,0.0273,0.0183,0.006,2913,914,189,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Language","","No","",,0.4209,0.0968,0.0241,0.1218,0.0586,0.0262,27,9,2,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language","","Yes","",,0.397,0.07,0.01,0.0163,0.0094,0.0042,1681,268,26,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Language","","No","",,0.3439,0.0393,0.0108,0.0897,0.0285,0.0181,120,6,1,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language","","Yes","",,0.3606,0.0595,0.0065,0.0226,0.0083,0.003,1617,357,48,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Language","","No","",,0.119,0.0163,0.0013,0.0765,0.0117,0.0024,18,4,1,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language","","Yes","",,0.7924,0.4306,0.1563,0.0148,0.0155,0.0114,2510,1513,642,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Language","","No","",,0.5359,0.1971,0.0695,0.0755,0.0578,0.0332,65,23,9,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language","","Yes","",,0.2342,0.0179,0.0013,0.0163,0.003,7e-04,855,68,5,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Language","","No","",,0.085,0.009,0.0018,0.0478,0.013,0.006,5,0,0,,,,,,,,,,,,,,,,,,
"NLE",2013,6,"Primary","TERCE","NLE",,"Language","","Yes","",,0.8464,0.5054,0.2201,0.0102,0.0156,0.012,3312,1995,916,,,,,,,,,,,,,,,,,,
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language","","Yes","",,0.2849,0.0326,0.0036,0.0206,0.0054,0.0014,939,173,28,,,,,,,,,,,,,,,,,,
"PAN",2013,6,"Primary","TERCE","Panama",591,"Language","","No","",,0.1267,0.046,0.0097,0.0504,0.0275,0.0081,48,22,3,,,,,,,,,,,,,,,,,,
"PER",2013,6,"Primary","TERCE","Peru",604,"Language","","Yes","",,0.6429,0.2612,0.0732,0.0163,0.0173,0.0091,2592,1128,360,,,,,,,,,,,,,,,,,,
"PER",2013,6,"Primary","TERCE","Peru",604,"Language","","No","",,0.2429,0.0294,8e-04,0.0435,0.0153,0.0027,71,7,0,,,,,,,,,,,,,,,,,,
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language","","Yes","",,0.4572,0.1012,0.0132,0.036,0.0173,0.0044,580,165,27,,,,,,,,,,,,,,,,,,
"PRY",2013,6,"Primary","TERCE","Paraguay",600,"Language","","No","",,0.1981,0.0333,0.0031,0.0207,0.0093,0.0022,411,63,3,,,,,,,,,,,,,,,,,,
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language","","Yes","",,0.7888,0.4394,0.1654,0.0216,0.0279,0.017,2695,1401,489,,,,,,,,,,,,,,,,,,
"URY",2013,6,"Primary","TERCE","Uruguay",858,"Language","","No","",,0.7695,0.298,0.032,0.086,0.0843,0.0265,69,26,6,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location","","","Urban",,0.6491,0.2343,0.0518,0.0212,0.0198,0.0084,1657,629,163,,,,,,,,,,,,,,,,,,
"ARG",2013,6,"Primary","TERCE","Argentina",32,"Location","","","Rural",,0.515,0.1459,0.0207,0.0374,0.0288,0.0068,653,177,35,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location","","","Urban",,0.6153,0.1895,0.0367,0.0281,0.0208,0.0083,1615,589,150,,,,,,,,,,,,,,,,,,
"BRA",2013,6,"Primary","TERCE","Brazil",76,"Location","","","Rural",,0.3829,0.0736,0.0079,0.0468,0.0205,0.0038,267,63,8,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location","","","Urban",,0.8524,0.5055,0.2196,0.0127,0.0199,0.0159,3433,2301,1164,,,,,,,,,,,,,,,,,,
"CHL",2013,6,"Primary","TERCE","Chile",152,"Location","","","Rural",,0.7694,0.3515,0.1159,0.028,0.0275,0.0175,921,452,144,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location","","","Urban",,0.6138,0.1718,0.0276,0.0337,0.0252,0.007,1835,701,145,,,,,,,,,,,,,,,,,,
"COL",2013,6,"Primary","TERCE","Colombia",170,"Location","","","Rural",,0.39,0.0687,0.0148,0.0324,0.0136,0.008,686,125,24,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location","","","Urban",,0.6992,0.2246,0.038,0.0176,0.0133,0.0051,2416,927,203,,,,,,,,,,,,,,,,,,
"CRI",2013,6,"Primary","TERCE","Costa Rica",188,"Location","","","Rural",,0.5869,0.1355,0.0061,0.1099,0.0566,0.0047,178,41,3,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location","","","Urban",,0.1388,0.0043,0,0.0137,0.0027,0,414,16,0,,,,,,,,,,,,,,,,,,
"DOM",2013,6,"Primary","TERCE","Dominican Republic",214,"Location","","","Rural",,0.0784,5e-04,0,0.0199,0.0011,0,82,1,0,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location","","","Urban",,0.5608,0.1646,0.0336,0.031,0.0199,0.0075,2413,751,158,,,,,,,,,,,,,,,,,,
"ECU",2013,6,"Primary","TERCE","Ecuador",218,"Location","","","Rural",,0.4826,0.1263,0.0248,0.0467,0.0329,0.0085,643,200,39,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location","","","Urban",,0.5608,0.1448,0.0245,0.0243,0.0219,0.0102,880,177,23,,,,,,,,,,,,,,,,,,
"GTM",2013,6,"Primary","TERCE","Guatemala",320,"Location","","","Rural",,0.2951,0.0229,8e-04,0.02,0.0042,4e-04,1105,123,7,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location","","","Urban",,0.4092,0.0795,0.0081,0.0464,0.014,0.0024,1053,308,39,,,,,,,,,,,,,,,,,,
"HND",2013,6,"Primary","TERCE","Honduras",340,"Location","","","Rural",,0.3087,0.0435,0.0067,0.0218,0.0111,0.0062,695,81,14,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location","","","Urban",,0.812,0.4541,0.1685,0.0159,0.0173,0.0124,2239,1410,615,,,,,,,,,,,,,,,,,,
"MEX",2013,6,"Primary","TERCE","Mexico",484,"Location","","","Rural",,0.6528,0.2665,0.0716,0.0334,0.0256,0.0133,606,260,77,,,,,,,,,,,,,,,,,,
"NIC",2013,6,"Primary","TERCE","Nicaragua",558,"Location","","","Urban",,0.3007,0.027,0.0016,0.0249,0.0062,0.0016,639,68,4,,,,,,,,,,,,,,,,,,
