"iso_code3","year","grade","level","survey","COUNTRY","iso_num","category","Sex","Location","Language","Wealth","rlevel2_m","rlevel3_m","rlevel4_m","rlevel2_se","rlevel3_se","rlevel4_se","rlevel2_no","rlevel3_no","rlevel4_no"
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Location & Sex","Male","Urban","",,0.8618,0.6435,0.3125,0.0166,0.0225,0.0198,1946,1519,784
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Location & Sex","Male","Rural","",,0.7055,0.459,0.1735,0.0699,0.0804,0.0471,151,95,29
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Female","Urban","",,0.996,0.9524,0.7101,0.002,0.0084,0.0179,1917,1835,1403
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Female","Rural","",,0.989,0.89,0.5475,0.0088,0.0274,0.0446,283,247,156
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Male","Urban","",,0.988,0.9072,0.6171,0.0042,0.0139,0.0227,1900,1758,1210
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Location & Sex","Male","Rural","",,0.9816,0.8404,0.4591,0.0093,0.0318,0.0384,331,282,151
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Location & Sex","Female","Urban","",,0.7819,0.4306,0.0925,0.0186,0.0235,0.0102,1700,972,214
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Location & Sex","Female","Rural","",,0.6006,0.1847,0.0086,0.226,0.1224,0.0293,18,5,0
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Location & Sex","Male","Urban","",,0.5316,0.2655,0.0689,0.0337,0.0309,0.0189,1112,558,130
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Location & Sex","Male","Rural","",,0.2013,0.0256,0,0.0987,0.0233,0,25,3,0
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Location & Sex","Female","Urban","",,0.979,0.8977,0.6615,0.004,0.0096,0.0186,3092,2835,2097
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Location & Sex","Male","Urban","",,0.9574,0.8481,0.5774,0.0058,0.0138,0.0201,3064,2697,1817
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Female","Urban","",,0.9613,0.8462,0.4764,0.0102,0.0148,0.0165,2639,2318,1332
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Location & Sex","Male","Urban","",,0.9533,0.7974,0.4131,0.0087,0.0156,0.0166,2718,2268,1184
"SVN",2011,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Female","Urban","",,0.9675,0.8312,0.4519,0.0057,0.0119,0.0163,2004,1721,912
"SVN",2011,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Female","Rural","",,1,0.8635,0.4931,0,0.0803,0.1254,39,34,17
"SVN",2011,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Male","Urban","",,0.9413,0.7577,0.3833,0.0087,0.0156,0.0171,2127,1706,840
"SVN",2011,4,"Primary","PIRLS","Slovenia",705,"Location & Sex","Male","Rural","",,0.9338,0.7555,0.3147,0.0631,0.0746,0.0942,43,33,15
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Female","Urban","",,0.9794,0.8708,0.5233,0.0056,0.0135,0.0217,1775,1551,926
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Female","Rural","",,0.9795,0.8687,0.4768,0.0141,0.0483,0.0563,182,164,89
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Male","Urban","",,0.9699,0.8247,0.4219,0.0076,0.0158,0.021,1816,1514,758
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Location & Sex","Male","Rural","",,0.9707,0.8487,0.4218,0.0211,0.0483,0.0537,209,182,92
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Female","Urban","",,0.8472,0.5807,0.2454,0.0187,0.0233,0.0173,1637,1171,516
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Female","Rural","",,0.6856,0.4236,0.126,0.1002,0.0906,0.0508,42,27,8
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Male","Urban","",,0.7403,0.441,0.1579,0.0182,0.0227,0.0152,1373,850,314
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Location & Sex","Male","Rural","",,0.5563,0.2727,0.0737,0.1241,0.0846,0.0408,41,17,4
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Location & Sex","Female","Urban","",,0.9851,0.9101,0.6157,0.0038,0.0077,0.0148,1925,1779,1212
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Location & Sex","Female","Rural","",,0.9327,0.7214,0.394,0.0433,0.0731,0.0811,90,75,43
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Location & Sex","Male","Urban","",,0.9793,0.8662,0.5307,0.0038,0.0092,0.0172,2098,1861,1185
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Location & Sex","Male","Rural","",,0.943,0.6414,0.2568,0.0327,0.0601,0.0564,106,80,30
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Female","Urban","",,0.7091,0.4624,0.1899,0.0364,0.0378,0.0261,779,487,170
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Female","Rural","",,0.3185,0.1339,0.0182,0.0953,0.0722,0.0149,74,29,4
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Male","Urban","",,0.5737,0.3311,0.1462,0.047,0.0362,0.0213,643,341,123
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Location & Sex","Male","Rural","",,0.2057,0.0899,0.0211,0.0871,0.0557,0.018,43,19,4
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Sex","Female","","Yes",,0.683,0.3792,0.1209,0.0229,0.0272,0.0175,1338,729,197
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Language & Sex","Male","","Yes",,0.5277,0.2757,0.0809,0.0267,0.0227,0.0125,1075,561,159
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Sex","Female","","Yes",,0.964,0.7563,0.3242,0.0072,0.0157,0.0176,2074,1690,784
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Language & Sex","Male","","Yes",,0.9395,0.7152,0.2947,0.0093,0.015,0.0151,2017,1587,698
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Sex","Female","","Yes",,0.7055,0.4221,0.1536,0.0125,0.0148,0.0091,5094,3154,1211
"ARE",2011,4,"Primary","PIRLS","United Arab Emirates",784,"Language & Sex","Male","","Yes",,0.5905,0.3466,0.1344,0.0138,0.0127,0.008,4131,2477,980
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Sex","Female","","Yes",,0.9486,0.7925,0.4522,0.0064,0.0122,0.0172,2816,2345,1348
"AUS",2011,4,"Primary","PIRLS","Australia",36,"Language & Sex","Male","","Yes",,0.9125,0.7236,0.3882,0.0097,0.0135,0.0138,2736,2147,1154
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Sex","Female","","Yes",,0.9784,0.8268,0.4147,0.0039,0.0112,0.0165,2200,1846,930
"AUT",2011,4,"Primary","PIRLS","Austria",40,"Language & Sex","Male","","Yes",,0.9649,0.7856,0.3717,0.0058,0.0132,0.0178,2270,1848,865
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Sex","Female","","Yes",,0.8515,0.5102,0.1083,0.0158,0.0244,0.0128,1807,1058,197
"AZE",2011,4,"Primary","PIRLS","Azerbaijan",31,"Language & Sex","Male","","Yes",,0.8115,0.4184,0.0762,0.0182,0.0217,0.0106,2012,1092,170
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Female","","Yes",,0.9444,0.726,0.2597,0.0129,0.0182,0.0193,1712,1318,463
"",2011,4,"Primary","PIRLS","Belgium (French)",957,"Language & Sex","Male","","Yes",,0.9318,0.6812,0.2514,0.0115,0.0188,0.0167,1775,1333,496
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Female","","Yes",,0.9517,0.8047,0.5011,0.0096,0.0197,0.0231,2442,2090,1363
"BGR",2011,4,"Primary","PIRLS","Bulgaria",100,"Language & Sex","Male","","Yes",,0.9231,0.7564,0.4195,0.0128,0.0197,0.021,2462,2050,1181
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Sex","Female","","Yes",,0.6289,0.312,0.1016,0.0201,0.0197,0.0158,1317,652,190
"BWA",2011,4,"Primary","PIRLS","Botswana",72,"Language & Sex","Male","","Yes",,0.496,0.2379,0.0799,0.0224,0.0193,0.0133,1011,468,141
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Sex","Female","","Yes",,0.9821,0.8783,0.5419,0.0036,0.0073,0.0142,11107,9708,5791
"CAN",2011,4,"Primary","PIRLS","Canada",124,"Language & Sex","Male","","Yes",,0.9735,0.8387,0.4777,0.0031,0.0091,0.0124,11051,9292,5039
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Female","","Yes",,0.9719,0.867,0.5414,0.007,0.0142,0.0199,1779,1607,1031
"",2011,4,"Primary","PIRLS","Canada, Alberta",9134,"Language & Sex","Male","","Yes",,0.9704,0.8392,0.4868,0.0068,0.0154,0.0185,1862,1623,959
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Female","","Yes",,0.9764,0.8683,0.5655,0.0071,0.0144,0.0223,2180,1846,1108
"",2011,4,"Primary","PIRLS","Canada, Ontario",9132,"Language & Sex","Male","","Yes",,0.9699,0.8344,0.5113,0.0046,0.0143,0.0196,2121,1724,942
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Female","","Yes",,0.9883,0.8813,0.4716,0.0032,0.0112,0.0227,2025,1822,1031
"",2011,4,"Primary","PIRLS","Canada, Quebec",9133,"Language & Sex","Male","","Yes",,0.9752,0.8229,0.396,0.0064,0.0141,0.0188,2031,1736,904
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Sex","Female","","Yes",,0.7255,0.374,0.0927,0.024,0.0254,0.0141,1442,785,207
"COL",2011,4,"Primary","PIRLS","Colombia",170,"Language & Sex","Male","","Yes",,0.7363,0.388,0.1022,0.023,0.0253,0.0141,1531,864,255
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Sex","Female","","Yes",,0.9865,0.8878,0.5239,0.0047,0.0118,0.0195,2196,1985,1220
"CZE",2011,4,"Primary","PIRLS","Czech Republic",203,"Language & Sex","Male","","Yes",,0.9795,0.8616,0.4786,0.0064,0.0126,0.0161,2224,1995,1135
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Sex","Female","","Yes",,0.9813,0.8677,0.5023,0.0041,0.0116,0.017,1779,1582,903
"DEU",2011,4,"Primary","PIRLS","Germany",276,"Language & Sex","Male","","Yes",,0.9741,0.8439,0.4544,0.0062,0.0132,0.0175,1751,1522,819
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Female","","Yes",,0.9881,0.9048,0.5972,0.0034,0.0079,0.0155,2257,2063,1388
"DNK",2011,4,"Primary","PIRLS","Denmark",208,"Language & Sex","Male","","Yes",,0.9836,0.864,0.5152,0.0037,0.0098,0.0146,2221,1949,1168
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Sex","Female","","Yes",,0.7867,0.5631,0.2726,0.0145,0.0185,0.0154,2247,1577,759
"",2011,4,"Primary","PIRLS","Dubai,UAE",7841,"Language & Sex","Male","","Yes",,0.7486,0.537,0.2618,0.0139,0.0159,0.0132,1972,1360,648
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Sex","Female","","Yes",,0.9488,0.738,0.3201,0.007,0.0157,0.0158,4059,3270,1498
"ESP",2011,4,"Primary","PIRLS","Spain",724,"Language & Sex","Male","","Yes",,0.9342,0.719,0.2991,0.0108,0.015,0.0168,4026,3161,1395
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Sex","Female","","Yes",,0.995,0.9443,0.6885,0.0024,0.0072,0.0176,2243,2131,1600
"FIN",2011,4,"Primary","PIRLS","Finland",246,"Language & Sex","Male","","Yes",,0.9891,0.8976,0.5698,0.0035,0.0097,0.0167,2335,2129,1316
"FRA",2011,4,"Primary","PIRLS","France",250,"Language & Sex","Female","","Yes",,0.9519,0.7731,0.3592,0.0102,0.0201,0.0189,2095,1722,807
"FRA",2011,4,"Primary","PIRLS","France",250,"Language & Sex","Male","","Yes",,0.955,0.7359,0.3359,0.0079,0.0165,0.0164,2146,1662,775
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Language & Sex","Female","","Yes",,0.9097,0.6677,0.2568,0.012,0.015,0.0136,2074,1565,609
"GEO",2011,4,"Primary","PIRLS","Georgia",268,"Language & Sex","Male","","Yes",,0.8478,0.5615,0.1757,0.0176,0.0202,0.0162,2068,1409,486
"HKG",2011,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Female","","Yes",,0.9961,0.957,0.7276,0.002,0.0076,0.0169,1765,1694,1286
"HKG",2011,4,"Primary","PIRLS","Hong Kong",344,"Language & Sex","Male","","Yes",,0.9904,0.9159,0.6292,0.0033,0.0097,0.0195,1980,1831,1253
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Language & Sex","Female","","Yes",,0.7779,0.4232,0.1158,0.0238,0.029,0.0195,1612,925,226
"HND",2011,4,"Primary","PIRLS","Honduras",340,"Language & Sex","Male","","Yes",,0.7178,0.3621,0.1014,0.0257,0.0249,0.0169,1396,741,187
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Language & Sex","Female","","Yes",,0.9945,0.9267,0.5797,0.0022,0.0067,0.0162,2271,2113,1318
"HRV",2011,4,"Primary","PIRLS","Croatia",191,"Language & Sex","Male","","Yes",,0.9864,0.8716,0.4995,0.0036,0.0116,0.0157,2256,2003,1130
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Female","","Yes",,0.9594,0.8445,0.5191,0.0086,0.0136,0.0186,2461,2184,1382
"HUN",2011,4,"Primary","PIRLS","Hungary",348,"Language & Sex","Male","","Yes",,0.937,0.7854,0.442,0.0101,0.0149,0.0161,2457,2088,1226
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Female","","Yes",,0.719,0.3288,0.0568,0.0221,0.0233,0.0089,1711,812,163
"IDN",2011,4,"Primary","PIRLS","Indonesia",360,"Language & Sex","Male","","Yes",,0.6281,0.2427,0.0335,0.024,0.0173,0.0061,1449,600,108
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Language & Sex","Female","","Yes",,0.9762,0.8833,0.5789,0.0065,0.0132,0.0184,2100,1894,1235
"IRL",2011,4,"Primary","PIRLS","Ireland",372,"Language & Sex","Male","","Yes",,0.96,0.8272,0.4979,0.0093,0.0137,0.018,2166,1860,1084
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Female","","Yes",,0.7997,0.5005,0.1559,0.0174,0.0225,0.0149,2320,1528,489
"IRN",2011,4,"Primary","PIRLS","Iran, Islamic Republic of",364,"Language & Sex","Male","","Yes",,0.7202,0.404,0.1091,0.017,0.0239,0.0136,2110,1255,350
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Language & Sex","Female","","Yes",,0.9504,0.8171,0.504,0.0078,0.0147,0.0176,1996,1707,1035
"ISR",2011,4,"Primary","PIRLS","Israel",376,"Language & Sex","Male","","Yes",,0.9251,0.7894,0.4993,0.0102,0.0148,0.0194,1867,1604,1020
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Language & Sex","Female","","Yes",,0.9808,0.8628,0.4733,0.0042,0.0128,0.0178,2029,1800,982
"ITA",2011,4,"Primary","PIRLS","Italy",380,"Language & Sex","Male","","Yes",,0.9737,0.8454,0.4565,0.0058,0.0135,0.0199,1972,1718,948
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Female","","Yes",,0.6969,0.4377,0.1601,0.0257,0.0257,0.0173,1342,866,334
"KWT",2011,4,"Primary","PIRLS","Kuwait",414,"Language & Sex","Male","","Yes",,0.4962,0.2596,0.0688,0.0297,0.0182,0.0102,612,320,96
"LTU",2011,4,"Primary","PIRLS","Lithuania",440,"Language & Sex","Female","","Yes",,0.9743,0.8429,0.4456,0.0059,0.0119,0.0175,2207,1945,1073
"LTU",2011,4,"Primary","PIRLS","Lithuania",440,"Language & Sex","Male","","Yes",,0.9571,0.7623,0.3414,0.0063,0.0174,0.0141,2278,1842,865
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Language & Sex","Female","","Yes",,0.8027,0.5193,0.1698,0.0109,0.0134,0.0119,1334,860,276
"",2011,4,"Primary","PIRLS","Maltese-Malta",9470,"Language & Sex","Male","","Yes",,0.6972,0.4061,0.1203,0.0132,0.0123,0.0089,1205,711,209
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Female","","Yes",,0.2537,0.0833,0.0103,0.0167,0.0095,0.0026,929,298,34
"MAR",2011,4,"Primary","PIRLS","Morocco",504,"Language & Sex","Male","","Yes",,0.1844,0.0604,0.0088,0.0135,0.0072,0.0029,732,239,36
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Language & Sex","Female","","Yes",,0.8214,0.596,0.2595,0.009,0.0111,0.0105,1405,1031,454
"MLT",2011,4,"Primary","PIRLS","Malta",470,"Language & Sex","Male","","Yes",,0.7589,0.5223,0.2204,0.0103,0.0109,0.0105,1352,934,392
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Language & Sex","Female","","Yes",,0.7128,0.376,0.0964,0.0202,0.0209,0.009,2426,1385,377
"",2011,4,"Primary","PIRLS","Morocco 6",6504,"Language & Sex","Male","","Yes",,0.5471,0.2607,0.0631,0.0248,0.0174,0.0062,2084,1072,285
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Language & Sex","Female","","Yes",,0.9968,0.9151,0.5014,0.0016,0.0091,0.0173,2012,1858,1020
"NLD",2011,4,"Primary","PIRLS","Netherlands",528,"Language & Sex","Male","","Yes",,0.9949,0.8892,0.4656,0.0024,0.0109,0.0191,1934,1741,924
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Language & Sex","Female","","Yes",,0.9645,0.7546,0.2842,0.007,0.021,0.0183,1517,1202,471
"NOR",2011,4,"Primary","PIRLS","Norway",578,"Language & Sex","Male","","Yes",,0.9318,0.6656,0.2169,0.0117,0.0189,0.0194,1444,1064,370
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Language & Sex","Female","","Yes",,0.9735,0.8957,0.6288,0.0055,0.0099,0.0159,1687,1562,1127
"",2011,4,"Primary","PIRLS","Northern Ireland",928,"Language & Sex","Male","","Yes",,0.9633,0.8428,0.5406,0.0089,0.0133,0.0183,1716,1527,984
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Language & Sex","Female","","Yes",,0.9366,0.7901,0.4945,0.0063,0.0113,0.0146,2605,2189,1366
"NZL",2011,4,"Primary","PIRLS","New Zealand",554,"Language & Sex","Male","","Yes",,0.9034,0.7134,0.4037,0.0084,0.0147,0.0148,2543,2027,1135
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex","Female","","Yes",,0.5646,0.2537,0.0568,0.0143,0.0115,0.0056,2850,1307,308
"OMN",2011,4,"Primary","PIRLS","Oman",512,"Language & Sex","Male","","Yes",,0.3969,0.1753,0.0396,0.0131,0.0096,0.0054,2034,882,209
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex","Female","","Yes",,0.9601,0.8006,0.4215,0.0063,0.0137,0.0164,2333,1981,1092
"POL",2011,4,"Primary","PIRLS","Poland",616,"Language & Sex","Male","","Yes",,0.9345,0.7417,0.3626,0.0074,0.0142,0.0161,2409,1937,988
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex","Female","","Yes",,0.9871,0.8747,0.5141,0.0036,0.0135,0.0198,1932,1693,1023
"PRT",2011,4,"Primary","PIRLS","Portugal",620,"Language & Sex","Male","","Yes",,0.9665,0.8098,0.4342,0.0069,0.0169,0.0229,2025,1710,961
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex","Female","","Yes",,0.6741,0.4066,0.1535,0.0216,0.0231,0.0181,1062,620,225
"QAT",2011,4,"Primary","PIRLS","Qatar",634,"Language & Sex","Male","","Yes",,0.5886,0.3414,0.1205,0.0198,0.0162,0.0166,953,529,174
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex","Female","","Yes",,0.8852,0.6942,0.3529,0.0161,0.022,0.0201,2048,1704,955
"ROU",2011,4,"Primary","PIRLS","Romania",642,"Language & Sex","Male","","Yes",,0.8481,0.6255,0.2999,0.017,0.0218,0.0188,2109,1624,828
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex","Female","","Yes",,0.9947,0.9405,0.6794,0.0026,0.0088,0.018,2195,2078,1557
"RUS",2011,4,"Primary","PIRLS","Russian Federation",643,"Language & Sex","Male","","Yes",,0.9865,0.8931,0.5825,0.0042,0.0142,0.0191,2221,2034,1360
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex","Female","","Yes",,0.7849,0.4313,0.0926,0.0174,0.0232,0.0101,1773,1023,228
"SAU",2011,4,"Primary","PIRLS","Saudi Arabia",682,"Language & Sex","Male","","Yes",,0.5146,0.2514,0.0643,0.0322,0.0292,0.0178,1148,561,130
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex","Female","","Yes",,0.9798,0.8999,0.6641,0.0039,0.0095,0.0186,3053,2803,2077
"SGP",2011,4,"Primary","PIRLS","Singapore",702,"Language & Sex","Male","","Yes",,0.959,0.8514,0.5804,0.0058,0.0137,0.0205,3018,2663,1796
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex","Female","","Yes",,0.9675,0.8537,0.4801,0.0083,0.0128,0.0156,2656,2335,1344
"SVK",2011,4,"Primary","PIRLS","Slovakia",703,"Language & Sex","Male","","Yes",,0.957,0.8022,0.417,0.0075,0.0152,0.0167,2718,2278,1188
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex","Female","","Yes",,0.9808,0.8745,0.5199,0.0048,0.0121,0.0187,2131,1878,1118
"SWE",2011,4,"Primary","PIRLS","Sweden",752,"Language & Sex","Male","","Yes",,0.9719,0.8338,0.4216,0.0059,0.0162,0.0171,2253,1896,955
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex","Female","","Yes",,0.8404,0.5734,0.2384,0.019,0.0221,0.0165,1690,1206,525
"TTO",2011,4,"Primary","PIRLS","Trinidad and Tobago",780,"Language & Sex","Male","","Yes",,0.7277,0.4307,0.1514,0.0183,0.022,0.0147,1429,877,320
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex","Female","","Yes",,0.9817,0.8978,0.6025,0.0047,0.0083,0.0146,2001,1841,1249
"TWN",2011,4,"Primary","PIRLS","Taiwan, Province of China",158,"Language & Sex","Male","","Yes",,0.9786,0.8523,0.5126,0.0043,0.0097,0.0168,2181,1923,1207
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex","Female","","Yes",,0.6335,0.3886,0.1505,0.0298,0.0301,0.0202,1068,631,217
"ZAF",2011,4,"Primary","PIRLS","South Africa",710,"Language & Sex","Male","","Yes",,0.5394,0.3226,0.1414,0.0356,0.033,0.018,898,494,181
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Female","","",1,0.5199,0.1914,0.0344,0.0348,0.031,0.0135,164,65,11
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Female","","",2,0.6786,0.3144,0.0703,0.0387,0.0399,0.0214,200,103,15
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Female","","",3,0.7242,0.3984,0.1279,0.0419,0.0511,0.0344,219,117,32
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Female","","",4,0.7776,0.4841,0.1475,0.0358,0.0378,0.0282,235,143,36
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Female","","",5,0.9014,0.6855,0.2902,0.0307,0.0469,0.0456,244,185,77
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Male","","",1,0.3209,0.1216,0.0134,0.0449,0.0358,0.0082,96,36,5
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Male","","",2,0.4374,0.1683,0.0244,0.0432,0.0311,0.012,126,51,6
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Male","","",3,0.5901,0.3113,0.0669,0.0356,0.0363,0.0182,173,95,18
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Male","","",4,0.7392,0.415,0.1296,0.0387,0.0377,0.025,214,121,41
"",2011,4,"Primary","PIRLS","Abu Dhabi, UAE",7842,"Sex & Wealth","Male","","",5,0.7897,0.5426,0.2346,0.0385,0.0475,0.0463,245,171,71
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Female","","",1,0.9398,0.6423,0.1694,0.0196,0.0383,0.0365,335,239,75
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Female","","",2,0.9747,0.7597,0.2546,0.0103,0.0272,0.0291,352,277,104
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Female","","",3,0.9801,0.8164,0.3735,0.0105,0.0259,0.0335,356,297,146
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Female","","",4,0.9852,0.8726,0.5083,0.0081,0.0289,0.0428,356,320,187
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Female","","",5,0.9949,0.9096,0.5791,0.0062,0.0214,0.0369,362,333,211
"",2011,4,"Primary","PIRLS","Andalusia, Spain",72401,"Sex & Wealth","Male","","",1,0.9017,0.5689,0.1405,0.0235,0.0338,0.0208,322,209,50
