"COUNTRY","year","grade","level","survey","iso_code3","iso_num","category","Wealth","Sex","Language","Location","mlevel1_m","mlevel2_m","mlevel3_m","mlevel4_m","mlevel1_se","mlevel2_se","mlevel3_se","mlevel4_se","mlevel1_no","mlevel2_no","mlevel3_no","mlevel4_no","rlevel1_m","rlevel2_m","rlevel1_se","rlevel2_se","rlevel1_no","rlevel2_no"
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.0146,3e-04,0.0108,0.001,3,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.063,0.0084,0.0154,0.0057,27,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.0375,0.0121,0.0139,0.0081,14,5
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.07,0.0158,0.0135,0.0075,47,10
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.0557,0.0083,0.0215,0.0075,14,3
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.1366,0.0345,0.0202,0.0088,100,27
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.1996,0.0743,0.034,0.0303,37,14
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.265,0.093,0.0297,0.0179,214,76
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.0617,0.0176,0.0223,0.0111,19,8
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.2076,0.0615,0.0232,0.0128,176,54
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.0493,0.0063,0.0254,0.006,16,3
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.2397,0.0802,0.0235,0.0156,182,58
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.1233,0.0302,0.0405,0.0192,31,7
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.2853,0.105,0.0226,0.0163,227,75
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.1303,0.0287,0.0312,0.0142,33,10
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.3595,0.1416,0.0207,0.0193,325,112
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.2435,0.083,0.0433,0.0298,43,14
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.5818,0.3197,0.0285,0.0259,557,291
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.4866,0.2794,0.0519,0.0425,126,77
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.6357,0.4252,0.0321,0.0302,414,280
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.5802,0.3746,0.0452,0.0531,111,78
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.7297,0.5358,0.0322,0.0349,531,388
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.6562,0.4862,0.0484,0.0549,91,66
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.8245,0.6227,0.0202,0.027,623,482
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.6989,0.502,0.0592,0.0553,95,70
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.8937,0.73,0.0179,0.0261,699,576
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.7674,0.5944,0.0648,0.0685,124,98
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.9355,0.8029,0.0123,0.0213,677,586
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.0301,0.0044,0.0076,0.0028,31,6
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.0096,0.0038,0.0096,0.0084,1,0
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.1033,0.0223,0.0145,0.0065,113,21
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.0334,0.0077,0.0218,0.0123,3,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.1651,0.0438,0.0164,0.0083,196,53
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.0584,0.0185,0.0299,0.0224,5,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.2406,0.0837,0.0179,0.0129,269,85
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.2035,0.1183,0.0569,0.0501,14,8
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.5344,0.2982,0.0286,0.0275,562,308
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.7328,0.5632,0.0714,0.0922,84,67
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",1,"","No","",,,,,,,,,,,,,0.6258,0.3982,0.0618,0.0527,162,112
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",1,"","Yes","",,,,,,,,,,,,,0.8796,0.7328,0.0219,0.0308,607,503
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",2,"","No","",,,,,,,,,,,,,0.7632,0.5595,0.0724,0.1091,51,33
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",2,"","Yes","",,,,,,,,,,,,,0.9406,0.8188,0.0098,0.0151,852,738
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",3,"","No","",,,,,,,,,,,,,0.8315,0.6511,0.0847,0.1109,24,18
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",3,"","Yes","",,,,,,,,,,,,,0.9561,0.8634,0.0073,0.0126,905,811
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",4,"","No","",,,,,,,,,,,,,0.8721,0.7659,0.0668,0.0996,28,26
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",4,"","Yes","",,,,,,,,,,,,,0.9699,0.8919,0.0089,0.0145,902,834
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",5,"","No","",,,,,,,,,,,,,0.9596,0.9366,0.0381,0.0472,28,27
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Wealth",5,"","Yes","",,,,,,,,,,,,,0.9873,0.9535,0.005,0.0086,924,895
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.1464,0.042,0.0207,0.0101,128,33
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.1742,0.0564,0.0265,0.0169,68,26
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.1468,0.0375,0.023,0.0115,80,23
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.2235,0.0587,0.0318,0.0131,81,25
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.2023,0.0642,0.0256,0.0154,112,30
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.2827,0.1007,0.0273,0.0187,143,57
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.234,0.0727,0.0277,0.0264,102,20
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.3674,0.1404,0.0399,0.0289,213,76
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.3022,0.1197,0.0563,0.0301,54,24
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.5756,0.326,0.0313,0.0314,535,297
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.0217,0.0036,0.0072,0.0025,20,5
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.018,0.0035,0.0134,0.0046,3,1
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.0412,0.0048,0.0109,0.0033,24,2
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.0538,0.0061,0.0244,0.0102,6,0
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.0526,0.0126,0.0135,0.0069,43,11
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.0856,0.0213,0.028,0.0159,16,3
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.1043,0.0236,0.0165,0.0075,66,15
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.1568,0.0417,0.0303,0.015,46,14
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.2452,0.0999,0.0543,0.0315,115,49
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.2649,0.0832,0.0287,0.0167,135,41
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.1672,0.0464,0.0208,0.0108,130,37
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.1829,0.0594,0.0382,0.0202,57,22
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.1797,0.0527,0.0216,0.0129,122,33
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.2017,0.0781,0.041,0.0249,71,26
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.2504,0.0835,0.0273,0.0151,152,46
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.2283,0.0872,0.0276,0.0184,103,35
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.2975,0.1124,0.0311,0.0241,132,45
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.3192,0.1163,0.0267,0.0218,218,71
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.405,0.1811,0.0418,0.0405,90,35
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.5749,0.3208,0.0338,0.0316,498,261
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.5724,0.3417,0.0409,0.0349,230,136
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.6098,0.4194,0.0382,0.0375,310,221
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.7207,0.5319,0.0561,0.0573,231,175
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.6874,0.487,0.0328,0.0351,411,291
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.7832,0.5776,0.0396,0.0463,177,126
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.8038,0.6102,0.0256,0.034,537,422
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.9102,0.7232,0.0323,0.0437,169,134
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.8499,0.6862,0.0195,0.0272,625,512
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.9352,0.8003,0.0318,0.0559,128,112
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.8982,0.757,0.0215,0.0269,673,572
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.0189,5e-04,0.0084,0.0017,8,1
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.0421,0.01,0.0117,0.0062,24,5
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.0945,0.0199,0.024,0.01,48,7
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.1018,0.0224,0.0177,0.0066,68,15
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.1369,0.0296,0.023,0.0132,57,16
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.1761,0.0518,0.023,0.0113,144,38
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.1883,0.058,0.0319,0.0197,59,15
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.2617,0.0978,0.0244,0.0168,224,78
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.4359,0.2278,0.093,0.0872,105,52
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.5892,0.3534,0.0379,0.0432,541,323
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",1,"","","Rural",,,,,,,,,,,,,0.7729,0.5858,0.0365,0.0412,550,419
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",1,"","","Urban",,,,,,,,,,,,,0.8905,0.766,0.0621,0.072,216,193
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",2,"","","Rural",,,,,,,,,,,,,0.9265,0.8074,0.0151,0.0203,552,477
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",2,"","","Urban",,,,,,,,,,,,,0.9333,0.7919,0.0182,0.0362,347,291
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",3,"","","Rural",,,,,,,,,,,,,0.9545,0.8627,0.0101,0.0203,497,444
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",3,"","","Urban",,,,,,,,,,,,,0.9483,0.8461,0.014,0.0227,423,376
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",4,"","","Rural",,,,,,,,,,,,,0.9689,0.888,0.0142,0.023,351,327
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",4,"","","Urban",,,,,,,,,,,,,0.964,0.8858,0.0092,0.0179,575,529
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",5,"","","Rural",,,,,,,,,,,,,0.9838,0.9428,0.012,0.0274,168,157
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Wealth",5,"","","Urban",,,,,,,,,,,,,0.9871,0.9559,0.0061,0.0098,775,757
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.2889,0.1491,0.0453,0.0341,45,23
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.3288,0.1374,0.0192,0.015,875,367
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.1523,0.0637,0.0321,0.0246,31,8
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.2257,0.0824,0.0135,0.0079,579,216
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.0418,0.0116,0.0085,0.0055,36,11
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.1492,0.0428,0.0168,0.0075,232,69
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.0371,0.0102,0.0084,0.004,48,15
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.0987,0.027,0.0145,0.0063,166,48
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.1164,0.0305,0.0193,0.0088,71,22
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.3529,0.1496,0.0176,0.0131,775,315
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.0834,0.0199,0.0227,0.0067,71,20
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.2936,0.1183,0.0191,0.0111,692,275
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.6745,0.471,0.037,0.0379,307,224
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.8621,0.7063,0.016,0.0227,1603,1335
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.548,0.3646,0.0404,0.0364,240,165
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.7458,0.5388,0.0249,0.0258,1341,977
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.2503,0.1053,0.0194,0.0131,704,289
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.2626,0.1607,0.0565,0.0531,44,25
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.1745,0.0729,0.0157,0.0112,471,185
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.247,0.1945,0.0744,0.0728,63,52
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex",,"Female","No","",,,,,,,,,,,,,0.7375,0.5517,0.0589,0.069,141,112
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex",,"Female","Yes","",,,,,,,,,,,,,0.9553,0.8729,0.0072,0.0121,2049,1871
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex",,"Male","No","",,,,,,,,,,,,,0.66,0.4444,0.0613,0.0654,152,104
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Language & Sex",,"Male","Yes","",,,,,,,,,,,,,0.9427,0.8381,0.0078,0.0122,2152,1921
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.2292,0.0749,0.02,0.0114,305,89
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.4239,0.2028,0.0299,0.0249,603,298
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.1333,0.0356,0.016,0.0067,171,41
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.2996,0.1224,0.0218,0.0145,437,183
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.0842,0.023,0.0137,0.0063,142,43
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.1943,0.0581,0.0298,0.0137,122,35
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.0596,0.0164,0.0109,0.0053,126,39
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.1265,0.0351,0.0225,0.0107,84,24
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.2394,0.083,0.0176,0.0118,337,113
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.3976,0.1886,0.0281,0.0203,488,214
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.2058,0.0662,0.0191,0.0097,289,83
"Myanmar",2019,5,"Primary","SEA-PLM","MMR",104,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.3171,0.1464,0.0263,0.0177,459,201
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.8125,0.6258,0.028,0.0382,510,400
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.829,0.6724,0.021,0.0283,1400,1159
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.6561,0.4438,0.0469,0.043,425,283
"Malaysia",2019,5,"Primary","SEA-PLM","MYS",458,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.7301,0.5326,0.0267,0.027,1156,859
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.1632,0.0527,0.0264,0.0168,171,55
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.314,0.1484,0.0301,0.0241,577,259
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.1014,0.0372,0.022,0.0139,106,36
"Philippines",2019,5,"Primary","SEA-PLM","PHL",608,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.2332,0.1138,0.0302,0.0256,428,201
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex",,"Female","","Rural",,,,,,,,,,,,,0.9104,0.8021,0.0171,0.022,1052,930
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex",,"Female","","Urban",,,,,,,,,,,,,0.9619,0.8865,0.0099,0.0177,1122,1037
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex",,"Male","","Rural",,,,,,,,,,,,,0.882,0.7454,0.0205,0.0259,1069,897
"Viet Nam",2019,5,"Primary","SEA-PLM","VNM",704,"Location & Sex",,"Male","","Urban",,,,,,,,,,,,,0.9479,0.8549,0.0142,0.0235,1222,1117
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location",,"","No","Rural",,,,,,,,,,,,,0.0858,0.0278,0.0365,0.0154,14,3
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location",,"","No","Urban",,,,,,,,,,,,,0.3217,0.1661,0.0444,0.0414,59,26
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location",,"","Yes","Rural",,,,,,,,,,,,,0.1904,0.0582,0.016,0.0075,462,127
"Cambodia",2019,5,"Primary","SEA-PLM","KHM",116,"Language & Location",,"","Yes","Urban",,,,,,,,,,,,,0.3638,0.1621,0.0243,0.0178,981,455
"Lao People's Democratic Republic",2019,5,"Primary","SEA-PLM","LAO",418,"Language & Location",,"","No","Rural",,,,,,,,,,,,,0.0321,0.0085,0.0075,0.0042,48,18
